pair,variant,trades,wins,losses,win_rate,total_pnl,total_pnl_pct,profit_factor,avg_win,avg_loss,max_drawdown_pct
CHF/JPY,V1_b0_c0,64,30,34,0.4688,-96.24,-0.96,0.79,11.85,13.29,1.29
CHF/JPY,V1_b0_c2,46,17,29,0.3696,-194.86,-1.95,0.49,10.99,13.16,2.14
CHF/JPY,V1_b0_c4,53,21,32,0.3962,-194.07,-1.94,0.54,11.01,13.29,2.01
CHF/JPY,V1_b0_c8,60,28,32,0.4667,-98.30,-0.98,0.77,11.76,13.36,1.23
CHF/JPY,V1_b0.5_c0,63,29,34,0.4603,-107.50,-1.07,0.76,11.86,13.28,1.40
CHF/JPY,V1_b0.5_c2,46,17,29,0.3696,-194.86,-1.95,0.49,10.99,13.16,2.14
CHF/JPY,V1_b0.5_c4,53,21,32,0.3962,-194.07,-1.94,0.54,11.01,13.29,2.01
CHF/JPY,V1_b0.5_c8,60,28,32,0.4667,-98.30,-0.98,0.77,11.76,13.36,1.23
CHF/JPY,V1_b1_c0,63,29,34,0.4603,-107.50,-1.07,0.76,11.86,13.28,1.40
CHF/JPY,V1_b1_c2,45,17,28,0.3778,-192.13,-1.92,0.49,10.99,13.54,2.11
CHF/JPY,V1_b1_c4,53,21,32,0.3962,-194.07,-1.94,0.54,11.01,13.29,2.01
CHF/JPY,V1_b1_c8,60,28,32,0.4667,-98.30,-0.98,0.77,11.76,13.36,1.23
CHF/JPY,V1_b2_c0,59,28,31,0.4746,-69.25,-0.69,0.83,12.30,13.35,1.17
CHF/JPY,V1_b2_c2,43,16,27,0.3721,-178.66,-1.79,0.51,11.69,13.55,1.97
CHF/JPY,V1_b2_c4,50,20,30,0.4000,-165.86,-1.66,0.58,11.57,13.24,1.87
CHF/JPY,V1_b2_c8,57,26,31,0.4561,-95.06,-0.95,0.77,12.23,13.33,1.34
CHF/JPY,V2_b0_c0,39,18,21,0.4615,-100.24,-1.00,0.66,10.78,14.01,1.20
CHF/JPY,V2_b0_c2,21,10,11,0.4762,-49.66,-0.50,0.67,10.02,13.63,0.73
CHF/JPY,V2_b0_c4,28,11,17,0.3929,-125.93,-1.26,0.46,9.84,13.77,1.26
CHF/JPY,V2_b0_c8,35,15,20,0.4286,-113.57,-1.14,0.58,10.58,13.61,1.33
CHF/JPY,V2_b0.5_c0,39,19,20,0.4872,-67.32,-0.67,0.75,10.92,13.74,1.19
CHF/JPY,V2_b0.5_c2,20,10,10,0.5000,-37.82,-0.38,0.73,10.01,13.79,0.74
CHF/JPY,V2_b0.5_c4,28,11,17,0.3929,-127.29,-1.27,0.46,9.82,13.84,1.27
CHF/JPY,V2_b0.5_c8,34,15,19,0.4412,-94.01,-0.94,0.63,10.58,13.30,1.21
CHF/JPY,V2_b1_c0,38,19,19,0.5000,-55.98,-0.56,0.79,10.84,13.79,1.19
CHF/JPY,V2_b1_c2,19,9,10,0.4737,-51.96,-0.52,0.62,9.55,13.79,0.74
CHF/JPY,V2_b1_c4,27,11,16,0.4074,-116.01,-1.16,0.48,9.68,13.90,1.16
CHF/JPY,V2_b1_c8,33,15,18,0.4545,-82.70,-0.83,0.66,10.48,13.33,1.21
CHF/JPY,V2_b2_c0,31,15,16,0.4839,-44.98,-0.45,0.80,11.74,13.82,1.25
CHF/JPY,V2_b2_c2,14,7,7,0.5000,-23.80,-0.24,0.76,10.62,14.02,0.62
CHF/JPY,V2_b2_c4,21,9,12,0.4286,-64.69,-0.65,0.60,10.83,13.51,0.97
CHF/JPY,V2_b2_c8,27,12,15,0.4444,-66.63,-0.67,0.67,11.26,13.45,1.24
